2444,613,96,74
2416,631,94,66
2378,648,96,71
2350,679,89,71
2320,707,91,71
2269,750,94,74
2231,775,99,76
2201,798,99,74
2175,816,91,68
2140,821,96,68
2110,803,99,74
2079,788,99,74
2051,767,96,68
2013,734,101,79
1985,709,96,76
1950,694,101,71
1919,681,99,76
1874,674,101,74
1851,669,99,74
1823,666,101,79
1798,681,101,79
1770,696,106,76
1755,704,96,74
1724,712,112,76
1706,714,106,81
1689,717,109,79
1673,714,104,71
1656,694,104,79
1635,663,106,84
1610,631,106,79
1595,603,104,81
1575,570,106,79
1557,575,109,84
1539,590,112,79
1526,587,109,84
1511,600,109,81
1501,618,112,86
1486,643,117,91
1491,679,109,86
1473,704,122,84
1471,727,122,81
1473,745,117,86
1468,742,122,89
1471,732,117,89
1468,707,122,91
1468,679,119,89
1463,638,122,94
1466,608,119,91
1460,598,122,91
1455,570,124,94
1453,572,129,94
1458,580,129,96
1453,592,137,96
1458,631,137,94
1455,656,139,96
1460,686,139,101
1458,719,147,101
1463,747,147,99
1466,757,150,101
1468,757,152,96
1473,742,155,104
1483,717,152,106
1486,686,157,101
1486,653,167,101
1496,628,162,96
1501,592,167,104
1504,582,172,104
1511,575,172,106
1521,590,172,104
1526,615,175,104
1539,638,170,106
1537,661,185,109
1547,696,177,104
1554,727,183,104
1564,745,183,109
1572,755,185,101
1587,740,183,109
1602,717,185,104
1615,684,185,112
1630,658,180,117
1638,638,185,119
1648,633,188,114
1671,628,180,117
1686,618,177,124
1694,623,185,119
1709,633,183,122
1729,653,180,122
1742,669,183,119
1755,679,185,124
1770,701,193,122
1785,694,188,129
1785,689,200,132
1805,686,190,127
1803,681,195,129
1815,671,205,129
1815,671,226,129
1833,666,218,134
1841,679,231,134
1856,689,236,132
1876,704,238,129
1889,709,248,137
1917,719,256,142
1940,732,256,132
1965,717,261,132
1988,712,261,137
2003,679,271,150
2026,648,271,150
2046,625,276,145
2066,610,281,150
2087,613,292,147
2112,610,294,150
2135,615,302,150
2165,633,302,160
2206,671,312,157
2239,701,312,155
