444,413,219,66
445,407,222,71
451,406,221,71
443,392,238,86
445,402,236,74
453,402,231,74
453,410,231,71
463,407,228,76
465,410,226,76
471,418,223,76
478,430,223,74
481,438,223,76
481,448,228,74
486,453,228,76
488,463,228,81
496,473,228,76
498,483,231,74
506,494,231,76
511,506,231,76
521,524,223,74
526,527,228,79
531,534,233,79
541,549,231,74
549,554,231,79
557,565,233,76
562,570,233,76
574,580,231,68
582,575,231,74
592,587,228,71
600,592,231,71
607,598,228,63
610,587,236,74
618,587,236,71
628,590,236,68
640,585,241,63
651,570,231,74
653,565,238,71
656,562,241,66
661,562,238,63
668,549,236,68
673,544,241,56
681,527,238,68
686,519,238,68
696,514,236,71
696,501,238,74
701,491,238,74
706,481,241,76
716,473,238,79
716,468,241,74
721,466,243,68
729,451,236,79
737,451,236,71
742,445,236,68
747,438,236,76
752,433,236,81
760,428,236,76
757,415,243,86
760,423,248,79
775,415,241,89
782,410,243,99
787,420,246,84
798,420,238,89
798,423,243,86
810,428,236,84
815,433,238,81
823,438,238,79
823,443,246,84
833,448,243,81
846,453,238,89
848,468,243,79
861,468,238,84
863,481,243,81
879,486,236,86
876,499,248,79
884,501,246,81
891,509,248,81
901,519,246,79
912,532,243,76
914,537,248,76
932,542,241,76
942,552,241,71
942,557,246,68
957,562,243,71
970,562,241,71
972,570,246,66
985,565,238,71
993,570,241,68
998,567,241,71
1003,560,246,76
1005,560,256,74
1011,562,256,71
1028,562,246,71
1038,557,243,74
1046,557,241,63
1051,547,246,68
1056,542,246,74
1064,544,246,74
1074,537,236,74
1076,537,248,68
1087,524,246,71
1094,521,243,74
1102,524,241,71
1104,516,248,76
1112,514,248,68
1122,511,246,71
1132,509,241,68
1142,501,241,71
1147,494,246,76
1155,491,246,74
1160,489,248,76
1168,491,246,71
1178,481,243,81
1175,483,254,81
1188,481,248,81
1193,471,248,91
1196,478,251,89
1203,478,251,86
1208,478,254,86
1213,483,254,81
1221,483,256,84
1234,486,251,84
1239,491,251,84
1254,489,243,89
1259,499,248,86
1267,506,248,81
1279,501,246,94
1282,509,251,89
1289,516,254,84
1305,519,248,89
1315,537,248,81
1335,552,251,76
1348,554,251,76
1360,554,248,79
1373,560,248,81
1383,575,251,71
1396,575,248,74
1409,567,248,79
1421,575,254,71
1434,580,246,66
1444,580,248,66
1454,575,248,68
1464,570,246,66
1469,560,251,76
1482,562,248,68
1490,557,251,66
1497,554,246,58
1497,534,251,68
1510,524,243,68
1507,516,254,71
1512,504,251,76
1518,494,251,74
1518,486,254,71
1525,471,251,76
1525,461,254,81
1538,445,246,84
1538,438,251,81
1538,435,254,81
1545,433,251,84
1556,440,246,76
1553,435,251,81
1561,435,248,84
1566,435,248,86
1571,440,248,86
1578,445,248,91
1583,458,248,89
1594,463,246,89
1599,478,248,81
1606,483,246,89
1614,504,246,81
1627,524,243,76
1629,529,254,84
1642,537,248,86
1652,552,246,89
1662,565,246,86
1675,577,248,89
1690,595,243,76
1698,603,254,79
1718,615,246,76
1743,628,246,79
1756,638,251,74
1771,643,248,74
1784,641,251,79
1801,646,248,74
1817,643,243,71
1829,641,251,71
1840,641,251,63
1857,636,246,66
1867,631,248,66
1878,620,246,66
1893,610,248,63
1898,598,254,68
1913,590,248,68
1918,587,254,66
1928,575,251,63
1941,565,246,63
1949,547,248,68
1954,542,251,63
1961,532,248,68
1969,532,248,58
1979,524,243,56
1984,511,248,63
2004,506,241,61
2004,501,243,66
2007,499,243,63
2012,494,246,63
2017,499,248,63
2025,504,246,66
2035,506,241,66
2032,509,248,66
2042,511,246,66
2050,516,243,71
2058,527,241,71
2060,529,246,74
2065,539,243,68
2078,539,238,76
2083,544,243,81
2088,549,243,84
2093,554,241,86
2101,562,246,84
2106,567,256,84
2116,572,251,86
2129,580,251,89
2134,577,254,89
2151,582,246,84
2159,580,248,91
2179,592,251,84
2192,587,248,84
2205,587,248,84
2217,582,246,84
2230,587,246,79
2235,585,254,79
2245,582,256,76
2260,567,251,84
2273,567,246,79
2283,565,248,76
2293,557,248,81
2303,552,246,76
2316,544,243,79
