42,354,834,264
60,402,832,236
75,407,829,246
111,463,832,236
128,481,842,254
141,516,852,243
176,537,834,243
194,557,842,238
207,580,854,233
237,605,844,241
260,620,847,243
280,643,852,236
301,643,859,248
334,666,849,246
359,671,854,243
377,686,870,238
407,691,865,238
427,699,872,238
453,701,870,233
486,699,870,236
509,686,872,243
534,686,870,236
552,671,880,241
580,656,880,254
607,653,885,243
618,631,890,254
651,610,887,248
691,582,890,251
729,567,882,251
732,547,903,254
752,521,905,254
770,504,908,256
790,478,908,264
818,468,903,256
833,461,905,236
848,428,910,256
879,412,903,261
886,400,913,256
901,395,918,243
927,377,910,259
947,369,910,254
965,354,920,254
983,347,915,264
1008,344,920,261
1031,341,918,259
1049,349,920,254
1066,347,928,256
1092,352,925,254
1109,372,920,238
1127,395,930,228
1150,390,938,241
1193,405,951,243
1218,423,958,248
1254,428,946,259
1279,458,946,246
1317,473,938,248
1353,481,933,256
1373,504,946,254
1409,529,941,248
1429,547,953,248
1469,557,948,251
1495,565,953,269
1553,595,925,254
1578,610,941,246
1616,628,930,246
