355,355,135,79
357,357,126,74
360,355,133,76
359,355,131,74
361,353,132,75
360,352,131,75
359,352,135,75
360,352,135,71
361,350,130,75
361,349,131,76
362,351,134,77
363,349,134,76
360,348,136,80
364,350,131,78
365,350,130,79
365,350,132,79
361,354,139,75
363,353,131,76
364,350,133,81
366,352,128,76
363,350,138,82
364,349,134,81
366,350,134,81
367,348,130,82
362,344,136,90
365,343,133,90
357,342,144,94
366,340,135,100
357,338,143,107
357,339,142,105
363,334,135,117
357,332,142,121
360,331,138,119
364,325,133,128
358,326,142,128
363,325,144,127
366,325,133,118
365,327,134,126
368,323,129,127
375,327,120,121
376,328,121,119
373,330,118,117
374,325,119,118
369,329,123,113
376,326,123,117
367,326,135,121
379,325,123,121
375,323,125,118
377,319,129,123
375,321,132,122
378,319,133,119
373,327,138,118
379,328,126,113
388,327,115,113
383,320,127,122
389,317,123,122
382,316,124,124
390,315,121,128
386,317,120,119
386,315,119,128
393,316,116,128
381,317,128,119
388,316,121,123
392,310,114,132
387,314,116,127
387,314,119,128
395,313,115,122
397,310,116,118
395,307,123,130
389,309,127,123
395,304,123,130
390,302,128,129
393,306,127,127
394,305,126,124
392,307,126,120
394,308,124,123
392,304,128,123
395,311,128,115
390,306,133,119
391,305,132,120
395,310,119,115
395,308,124,117
391,305,126,121
393,305,128,119
393,307,125,116
393,308,127,115
393,308,127,114
391,306,133,119
399,309,125,110
391,307,128,114
395,311,127,111
393,305,129,116
391,306,134,117
393,310,133,111
394,305,130,112
394,307,132,106
392,309,134,107
393,309,133,101
393,307,125,105
400,309,123,96
388,310,142,106
395,307,126,99
391,305,134,110
387,306,142,103
395,306,131,100
394,308,132,103
397,308,132,94
398,309,129,100
395,306,138,100
391,303,133,105
393,306,130,103
391,305,136,102
396,306,130,104
394,304,133,104
398,304,132,103
390,302,136,106
396,302,134,104
394,305,136,103
398,305,132,104
394,305,137,102
395,298,134,110
396,301,132,111
402,301,129,110
396,302,135,104
400,301,130,110
403,299,132,106
402,301,127,107
405,297,134,102
406,296,132,106
402,298,131,102
406,295,130,105
401,296,133,101
410,295,127,102
405,292,131,105
409,288,127,111
407,288,135,111
409,286,133,114
410,292,128,96
409,289,132,101
413,294,126,101
412,290,134,104
413,292,131,97
406,289,141,100
403,283,150,109
407,282,146,109
410,278,137,111
408,284,148,105
408,283,141,109
408,295,149,92
405,289,151,100
405,291,149,98
406,290,151,101
405,292,146,98
405,290,149,101
412,286,133,99
404,290,146,99
407,289,146,98
407,294,144,93
410,291,139,95
408,288,144,98
410,292,142,95
411,294,135,98
412,295,137,95
408,294,139,91
407,291,145,97
410,296,137,92
409,297,135,94
405,294,140,90
406,295,140,91
409,299,137,87
408,303,136,79
407,283,145,96
417,289,135,92
411,288,137,95
414,292,139,87
416,294,129,88
416,294,133,82
414,289,137,91
412,294,135,82
415,296,134,80
413,297,136,80
411,299,136,74
411,296,138,82
414,301,135,73
411,305,136,70
414,305,131,59
414,306,136,64
410,309,130,55
