293,243,57,93
295,242,51,96
288,246,66,91
293,245,59,93
288,243,65,97
291,246,61,96
292,247,62,95
285,249,67,94
288,244,62,98
288,249,64,97
291,250,57,96
287,251,64,94
289,253,60,94
284,252,66,98
287,252,65,96
286,252,64,102
289,254,60,108
289,256,58,99
289,258,59,100
293,258,56,100
288,259,62,102
288,259,60,102
288,259,58,106
286,260,60,103
287,261,60,104
288,263,59,102
289,266,58,100
286,267,65,99
285,268,62,101
284,269,63,103
287,265,59,105
284,268,64,103
283,269,62,103
288,271,56,107
280,271,70,103
284,272,66,103
282,275,65,103
279,276,67,106
278,275,70,105
282,277,66,101
280,277,63,104
281,275,66,108
282,280,63,101
282,275,63,111
282,280,64,107
280,285,65,101
281,281,64,108
280,288,63,100
279,281,69,108
282,286,62,104
281,286,62,106
279,288,63,105
277,291,67,104
277,289,61,106
277,292,69,106
276,291,69,107
278,296,67,100
278,300,65,98
274,298,68,103
275,297,70,103
278,302,65,100
276,303,62,97
277,299,65,103
275,302,64,101
277,307,60,99
275,302,63,102
273,306,65,104
276,312,61,96
274,303,67,104
277,307,59,108
274,313,61,99
278,313,57,100
271,310,65,102
276,312,63,101
277,314,60,104
272,317,62,100
274,319,59,98
274,320,58,104
269,319,65,101
273,320,59,106
274,321,57,100
277,324,54,104
275,324,55,100
269,323,66,101
271,342,54,84
271,348,51,76
267,334,63,93
269,337,59,93
272,342,53,90
269,336,60,98
269,340,60,92
269,333,60,101
265,339,67,94
266,340,62,93
264,342,68,93
262,342,67,96
265,340,65,100
264,339,65,104
264,342,67,103
261,343,70,97
264,342,63,101
264,343,66,96
261,341,66,103
262,343,65,98
269,354,56,95
264,363,58,87
257,354,55,74
248,338,51,75
240,328,56,75
230,312,61,81
223,296,61,89
210,276,66,103
202,258,69,113
200,249,66,114
195,256,59,81
182,263,62,64
166,257,59,62
151,243,65,70
144,223,56,82
138,203,54,97
139,193,43,97
134,180,52,101
134,164,49,108
134,150,50,115
138,140,52,115
141,142,52,112
145,144,46,104
144,144,48,100
144,149,55,93
144,143,52,102
148,147,47,93
145,149,48,89
148,148,40,92
148,156,43,88
148,156,45,88
147,154,43,90
148,156,41,89
148,159,39,86
148,157,39,88
141,158,46,88
147,162,37,86
146,162,38,89
147,163,35,84
145,165,38,87
146,169,39,88
142,171,45,87
145,176,43,81
147,177,39,81
151,180,36,78
146,180,44,80
147,183,43,79
148,187,43,74
148,185,46,80
146,189,47,76
148,190,41,77
151,197,39,67
150,197,42,71
149,195,43,76
148,200,46,68
150,199,43,70
149,206,49,65
152,203,44,66
154,203,39,66
153,203,42,69
153,206,41,69
154,211,43,63
155,215,41,61
154,216,44,63
154,212,45,66
155,218,42,62
154,218,43,65
155,221,44,60
156,222,41,60
157,224,42,59
161,223,39,61
158,227,42,58
157,231,48,56
160,229,42,59
160,234,42,54
159,231,45,57
159,236,47,55
160,237,44,49
160,236,45,56
161,240,44,51
165,244,40,47
168,244,36,46
168,246,31,44
167,248,37,43
166,248,39,49
168,249,35,43
164,249,41,45
168,251,38,42
167,251,39,43
168,249,39,46
168,252,40,44
164,255,49,42
170,253,39,44
