1869,638,368,106
1856,641,360,99
1841,636,357,99
1828,628,360,106
1815,623,365,104
1803,625,360,96
1785,615,360,99
1772,608,352,89
1756,582,375,104
1741,577,368,99
1736,575,350,94
1710,554,352,104
1695,547,352,101
1685,542,345,94
1670,534,345,91
1652,516,350,96
1639,511,357,99
1619,499,352,101
1606,491,345,99
1591,483,345,94
1571,476,352,99
1553,468,355,106
1538,471,357,104
1523,468,368,101
1507,466,352,104
1487,476,373,94
1477,476,355,94
1452,476,365,101
1434,486,365,91
1424,496,380,94
1403,491,363,101
1388,509,365,96
1368,514,378,94
1353,524,385,96
1340,537,370,99
1320,544,380,104
1312,565,380,94
1294,575,375,99
1279,590,375,94
1254,608,380,99
1239,618,378,99
1226,631,375,96
1211,643,378,89
1198,641,378,99
1183,646,378,99
1168,658,380,94
1160,661,370,94
1147,663,373,91
1127,663,385,94
1114,661,380,96
1099,661,383,96
1084,656,383,94
1074,651,378,89
1059,643,375,94
1038,631,385,96
1028,625,388,94
1016,618,385,94
998,595,383,99
985,587,380,94
970,570,380,94
952,552,385,101
934,539,390,94
914,521,393,96
894,496,383,91
876,478,383,94
861,471,383,86
848,448,383,94
833,435,383,94
813,418,395,96
795,397,385,104
780,405,395,94
767,395,388,94
747,374,388,106
734,372,385,101
719,369,383,99
696,377,390,96
689,377,383,96
663,372,393,104
651,377,385,101
633,387,403,99
612,395,401,101
597,400,406,104
580,418,393,96
564,430,393,99
544,440,395,101
524,466,413,99
514,473,390,101
483,514,395,99
463,539,395,96
450,557,401,99
435,570,408,99
420,582,408,106
402,603,406,104
389,623,398,101
379,633,401,112
359,653,398,101
344,658,398,104
329,676,403,101
313,686,403,101
296,691,393,101
278,689,403,106
263,694,403,99
247,694,401,104
232,696,393,99
217,694,390,94
202,684,401,99
187,671,406,99
171,663,411,99
161,656,395,94
141,643,406,94
128,618,401,99
98,582,411,101
85,565,406,106
75,544,393,106
57,527,403,104
50,504,393,104
29,491,403,104
14,471,406,106
