7,554,231,68
14,560,228,68
19,562,238,66
27,557,238,66
42,562,226,61
45,547,238,66
45,537,238,63
62,532,233,61
75,516,221,71
85,516,221,61
85,501,236,68
85,489,238,66
95,491,238,63
105,473,233,68
108,483,236,61
113,473,243,66
128,483,226,56
141,483,228,53
141,486,231,63
154,494,223,66
159,496,218,68
166,514,226,66
169,519,226,71
174,532,236,68
179,547,233,66
187,554,233,66
194,567,231,66
204,572,223,61
212,577,221,66
214,577,221,66
220,577,228,63
225,570,226,68
230,560,228,71
227,552,233,63
237,534,233,66
245,521,228,68
247,506,233,68
255,491,236,66
263,483,233,68
265,473,238,68
293,466,223,66
291,463,231,66
296,466,233,71
303,471,236,74
308,478,238,71
326,499,223,66
318,514,236,63
323,521,236,71
334,547,226,63
336,557,223,63
339,570,226,66
346,575,223,68
341,577,236,71
349,582,233,63
354,572,233,71
356,560,238,76
364,554,231,66
372,547,231,66
377,537,231,61
392,521,223,66
400,509,221,66
400,494,233,68
410,491,223,68
417,489,226,63
427,486,233,68
432,494,231,63
442,504,233,61
450,509,221,61
448,511,231,68
458,521,231,71
468,532,226,63
471,539,228,63
471,549,221,61
481,544,221,68
483,560,228,61
486,557,226,61
491,547,223,68
493,544,223,63
496,544,221,61
503,542,218,61
511,532,218,61
509,529,221,63
516,521,231,68
521,521,215,66
529,519,221,66
541,514,213,68
539,516,228,63
557,511,218,71
549,519,231,68
562,521,218,58
567,519,223,68
569,524,213,68
580,527,208,63
577,527,215,66
580,529,228,61
592,529,210,71
585,537,228,61
597,534,238,66
605,537,233,66
615,539,236,66
612,544,205,58
623,537,218,66
623,544,205,56
628,547,228,58
630,539,218,58
638,547,218,61
633,544,180,61
635,549,188,51
641,542,188,61
640,537,188,56
653,539,180,58
656,529,193,61
661,516,183,63
668,514,200,61
671,511,213,66
673,506,203,71
678,504,180,63
694,521,177,63
691,526,180,56
694,531,177,53
691,537,180,56
686,541,175,51
711,554,167,46
747,562,173,48
732,570,185,48
752,580,177,51
782,580,155,51
795,580,160,53
813,580,165,48
831,580,154,48
851,572,134,51
861,572,142,46
901,557,145,43
891,552,152,53
805,542,183,48
841,527,177,46
833,501,183,56
858,509,165,48
823,501,188,53
833,509,167,48
820,491,183,68
823,506,183,53
851,509,167,58
848,521,175,58
851,532,180,66
851,542,182,56
843,552,170,61
833,562,195,63
848,582,185,53
848,580,177,61
851,580,200,53
848,562,200,61
846,549,198,53
861,542,167,48
858,527,185,56
841,521,195,58
836,521,172,56
828,529,188,61
828,537,180,51
833,544,200,51
848,547,208,61
866,544,195,58
861,557,226,53
856,552,193,63
833,557,203,56
858,562,203,58
838,557,218,53
866,547,198,58
884,539,188,53
912,529,183,43
927,516,193,61
970,514,160,56
993,511,157,66
995,529,172,56
1005,544,185,58
1008,562,183,53
1021,580,177,53
1033,590,180,48
1049,582,170,51
1059,564,180,46
1084,539,180,58
1102,519,183,66
1127,504,175,66
1150,506,165,61
1175,509,165,68
1185,524,175,66
1206,544,165,61
1216,554,183,63
1231,570,190,61
1259,572,167,58
1274,562,167,63
1292,560,157,56
1307,547,165,61
1330,544,155,58
1340,539,170,61
1368,539,165,63
1381,544,165,61
1406,557,157,53
1419,557,157,58
1436,552,172,61
1462,560,157,43
1482,549,167,48
1505,544,160,48
1515,534,162,61
1530,547,167,58
1543,552,165,63
1553,567,170,58
1563,580,160,58
1576,582,167,63
1599,577,160,61
1616,572,145,51
1637,547,152,58
1665,527,165,66
1687,524,167,61
1710,539,155,53
1723,554,160,51
1738,567,152,56
1751,577,152,53
1748,580,162,51
1766,575,160,43
1784,557,155,51
1769,554,155,48
1801,549,157,53
1822,552,145,46
1855,557,155,51
1875,572,167,58
1883,592,180,48
1885,603,188,53
1908,595,172,66
1910,577,190,66
1926,565,177,58
1938,534,183,61
1949,521,185,58
1946,514,200,56
1974,511,180,58
1987,521,185,58
2002,544,188,61
2017,580,185,66
2030,610,183,63
2035,631,185,63
2045,633,183,61
2055,618,180,66
2068,590,183,66
2085,557,170,61
2098,527,175,56
2106,506,175,56
2121,494,177,63
2131,501,177,58
2151,514,167,61
2169,560,170,66
2179,605,170,56
2177,641,180,61
2194,661,165,58
2202,658,160,61
2207,633,165,58
2220,580,165,58
2240,534,162,58
2258,501,150,63
2273,491,155,56
2288,486,157,58
2296,511,155,58
2306,562,142,56
2306,605,134,61
2303,638,145,66
2303,651,142,61
2309,663,137,56
2316,658,134,61
2319,653,129,66
2324,646,132,66
2334,633,117,63
2336,620,124,58
2347,592,122,61
2347,572,122,61
2362,549,114,58
2367,532,112,58
2367,527,114,56
2369,509,122,58
2382,511,114,53
2382,504,104,58
2382,509,117,58
2390,514,91,58
2390,529,106,56
2392,534,94,68
2392,562,94,61
2397,582,94,61
2397,598,91,61
2395,615,94,53
2400,625,86,53
2402,631,84,56
2402,641,89,58
2405,636,84,58
2405,638,94,61
2415,636,84,61
2415,623,81,61
2420,613,81,61
2430,595,76,63
2440,590,76,58
2438,582,79,51
2445,570,76,58
2458,565,66,48
2445,560,79,48
2448,552,74,51
2445,549,74,53
2456,560,79,43
2448,562,79,48
2443,567,86,46
2445,572,79,53
